City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,port douglas,-16.4833,145.4667,26.78,70,100,6.61,AU,1712796437
368,susuman,62.7833,148.1667,-12.11,77,79,1.4,RU,1712796596
369,laojunmiao,39.8333,97.7333,12.13,12,62,1.85,CN,1712796596
370,turaif,31.6725,38.6637,12.14,71,0,5.14,SA,1712796597
371,cabanillas del campo,40.6338,-3.2294,14.84,68,62,3.21,ES,1712796560
372,yaren,-0.5472,166.916,27.47,85,100,4.4,NR,1712796597
373,kotido,2.9806,34.1331,22.05,75,19,3.43,UG,1712796598
374,zakynthos,37.7914,20.8953,14.8,84,100,2.96,GR,1712796080
375,kyabe,9.4515,18.9449,32.45,18,93,1.38,TD,1712796599
376,saint-valery-en-caux,49.8667,0.7333,12.64,93,100,6.32,FR,1712796600
377,upington,-28.4478,21.2561,15.21,51,0,2.06,ZA,1712796600
378,sarangani,5.4033,125.4636,27.15,77,75,8.83,PH,1712796600
379,neryungri,56.6709,124.6491,-2.25,87,74,2.78,RU,1712796601
380,yeppoon,-23.1333,150.7333,23.88,50,0,2.79,AU,1712796601
381,champerico,14.3,-91.9167,33.3,66,94,1.74,GT,1712796602
382,fort st. john,56.2499,-120.8529,7.94,31,75,7.72,CA,1712796603
383,holualoa,19.6228,-155.9522,26.42,72,20,4.12,US,1712796604
384,bassar,9.25,0.7833,26.99,66,100,1.48,TG,1712796604
385,bourg-saint-maurice,45.6172,6.769,5.88,91,6,3.79,FR,1712796605
386,hua hin,12.5707,99.9588,29.01,84,40,0.0,TH,1712796606
387,pergamino,-33.89,-60.5736,13.59,50,100,4.37,AR,1712796474
388,selibaby,15.159,-12.1829,33.04,29,0,2.88,MR,1712796607
389,kuala belait,4.5833,114.1833,28.09,82,50,1.74,BN,1712796608
390,tonghae,37.5439,129.1069,15.93,59,100,0.6,KR,1712796608
391,diplo,24.4667,69.584,23.66,60,93,3.14,PK,1712796609
392,sigli,5.3848,95.9609,28.35,69,100,0.9,ID,1712796609
393,znamenskoye,57.1281,73.8282,-3.77,84,100,2.42,RU,1712796610
394,birobidzhan,48.8,132.95,11.89,29,75,3.15,RU,1712796610
395,namdrik,5.5994,168.1028,28.12,82,67,8.09,MH,1712796611
396,hengchun,22.0042,120.7439,26.72,68,27,4.47,TW,1712796611
397,chibougamau,49.9168,-74.3659,6.79,53,40,2.57,CA,1712796612
398,qarqaraly,49.4058,75.4742,1.57,89,100,6.44,KZ,1712796612
399,sosnogorsk,63.6023,53.8817,-1.37,97,100,2.68,RU,1712796612
400,saint augustine,29.8947,-81.3145,23.41,79,20,7.72,US,1712796483
401,saldanha,-33.0117,17.9442,16.03,74,0,6.83,ZA,1712796613
402,tabas,33.5959,56.9244,23.68,21,0,5.37,IR,1712796614
403,aden,12.7794,45.0367,27.2,80,12,4.21,YE,1712796327
404,fortuna,40.5982,-124.1573,15.52,83,0,5.66,US,1712796614
405,geraldton,-28.7667,114.6,25.23,31,2,6.69,AU,1712796495
406,dzhambeyty,50.2536,52.595,8.37,91,0,3.6,KZ,1712796615
407,cidade velha,14.9167,-23.6167,22.26,68,20,5.66,CV,1712796616
408,korsor,55.3299,11.1386,7.77,99,99,7.94,DK,1712796616
409,the pinery,39.4553,-104.7344,10.61,47,75,3.6,US,1712796490
410,sao jose da coroa grande,-8.8978,-35.1478,26.69,83,100,1.01,BR,1712796617
411,twon-brass,4.3151,6.2418,28.71,76,100,3.3,NG,1712796617
412,portland,45.5234,-122.6762,19.54,38,75,3.6,US,1712796460
413,luanda,-8.8368,13.2343,26.0,82,20,2.06,AO,1712796535
414,gazli,40.1333,63.45,14.83,43,100,5.4,UZ,1712796619
415,qarawul,37.2202,68.7804,15.83,58,5,2.2,AF,1712796619
416,aasiaat,68.7098,-52.8699,-9.1,81,100,1.69,GL,1712796619
417,grande prairie,55.1667,-118.8027,11.1,20,75,2.57,CA,1712796363
418,santa cruz,-17.8,-63.1667,25.7,89,75,2.06,BO,1712796541
419,badagry,6.4167,2.8833,28.05,85,56,3.59,NG,1712796621
420,baardheere,2.3446,42.2764,27.79,75,87,3.58,SO,1712796622
421,birjand,32.8663,59.2211,16.26,29,0,7.2,IR,1712796622
422,page,36.9147,-111.4558,21.88,15,0,3.13,US,1712796623
423,la ronge,55.1001,-105.2842,9.14,53,40,9.26,CA,1712796623
424,inari,68.906,27.0288,2.2,98,100,4.4,FI,1712796623
425,gornopravdinsk,60.05,69.9,-7.2,93,100,1.93,RU,1712796624
426,dengzhou,37.8086,120.7508,16.17,57,0,5.72,CN,1712796625
427,kamaishi,39.2667,141.8833,12.12,63,33,5.49,JP,1712796625
428,darwin,-12.4611,130.8418,28.83,54,0,5.66,AU,1712795913
429,merizo village,13.2658,144.6691,29.43,93,100,8.17,GU,1712796626
430,suva,-18.1416,178.4415,29.71,74,75,4.63,FJ,1712796372
431,inyonga,-6.7167,32.0667,19.25,97,100,1.65,TZ,1712796628
432,kenai,60.5544,-151.2583,4.05,65,40,3.6,US,1712796628
433,maragogi,-9.0122,-35.2225,26.08,85,100,0.64,BR,1712796630
434,aswan,24.0934,32.907,20.61,26,0,1.54,EG,1712796125
435,saint croix,17.7397,-64.7388,26.25,83,20,6.17,VI,1712796631
436,tomohon,1.3346,124.8392,26.52,59,49,1.51,ID,1712796633
437,kuta,-8.7233,115.1723,27.97,94,20,1.54,ID,1712796634
438,malanje,-9.5402,16.341,18.68,98,67,0.91,AO,1712796636
439,furstenberg,53.1833,13.15,4.54,91,11,2.41,DE,1712796637
440,qulsary,46.9531,54.0198,16.26,55,82,4.3,KZ,1712796637
441,ponnani,10.767,75.9252,27.62,83,69,1.64,IN,1712796638
442,chonchi,-42.6128,-73.8092,8.56,80,0,0.73,CL,1712796497
443,magole,-6.3667,37.3667,22.02,97,100,0.82,TZ,1712796639
444,kitimat,54.0524,-128.6534,8.16,79,100,3.13,CA,1712796639
445,jiagedaqi,50.4167,124.1167,9.48,39,8,1.89,CN,1712796640
446,waingapu,-9.6567,120.2641,28.35,75,100,5.98,ID,1712796640
447,saint-joseph,-21.3667,55.6167,23.21,78,57,2.68,RE,1712796641
448,tadine,-21.55,167.8833,28.42,73,70,2.68,NC,1712796641
449,mili,6.0815,171.735,28.04,83,100,7.93,MH,1712796642
450,sogndal,61.2283,7.1003,5.21,75,100,0.0,NO,1712796642
451,magadan,59.5667,150.8,-3.04,64,71,0.77,RU,1712796642
452,vila do maio,15.1333,-23.2167,22.44,77,6,6.18,CV,1712796643
453,hovd,48.0056,91.6419,6.51,41,100,1.65,MN,1712796471
454,manaure,11.7751,-72.4445,27.42,76,43,8.15,CO,1712796644
455,port blair,11.6667,92.75,28.02,89,40,1.03,IN,1712796644
456,freetown,8.484,-13.2299,26.84,78,20,3.09,SL,1712796645
457,nelson bay,-32.7167,152.15,21.72,65,100,7.6,AU,1712796645
458,turkmenbasy,40.0222,52.9552,17.43,36,0,6.17,TM,1712796646
459,agbabu,6.5886,4.8343,26.5,92,100,1.09,NG,1712796646
460,al kharijah,25.4514,30.5464,18.21,36,94,3.35,EG,1712796646
461,vorkuta,67.5,64.0,-26.47,100,100,1.65,RU,1712796647
462,beira,-19.8436,34.8389,27.05,83,75,7.2,MZ,1712796647
463,saint-pierre,-21.3393,55.4781,23.82,73,0,3.09,RE,1712796647
464,shahpur,16.7,76.8333,28.39,50,100,5.91,IN,1712796648
465,achkhoy-martan,43.19,45.28,11.85,82,100,0.99,RU,1712796648
466,hammerfest,70.6634,23.6821,2.25,100,100,2.57,NO,1712796648
467,pitimbu,-7.4706,-34.8086,27.33,86,100,2.27,BR,1712796649
468,quelimane,-17.8786,36.8883,28.97,89,40,1.55,MZ,1712796649
469,akureyri,65.6835,-18.0878,-1.04,80,100,1.03,IS,1712796650
470,kpandu,6.9954,0.2931,26.3,80,100,0.71,GH,1712796650
471,uliastay,47.7417,96.8444,4.07,43,63,2.1,MN,1712796650
472,nogliki,51.8333,143.1667,7.05,71,0,6.13,RU,1712796537
473,sanawad,22.1833,76.0667,27.06,53,100,1.14,IN,1712796651
474,baiao,-2.7906,-49.6717,24.09,99,100,0.72,BR,1712796651
475,kita,13.0349,-9.4895,31.69,36,100,2.71,ML,1712796652
476,quang ngai,15.1167,108.8,28.16,61,88,1.51,VN,1712796652
477,san jose de jachal,-30.2406,-68.7469,10.12,64,100,2.6,AR,1712796652
478,anta,25.15,76.3,25.15,45,42,2.37,IN,1712796653
479,afaahiti,-17.75,-149.2833,29.93,83,100,8.13,PF,1712796653
480,san luis de la loma,17.2706,-100.8939,25.31,78,98,3.67,MX,1712796653
481,tindouf,27.6711,-8.1474,27.25,18,0,3.6,DZ,1712796654
482,aguililla,18.7333,-102.7333,27.4,36,90,2.78,MX,1712796654
483,pemba,-12.974,40.5178,26.23,87,100,1.78,MZ,1712796654
484,santo antonio do ica,-3.1022,-67.9397,24.31,97,100,0.75,BR,1712796655
485,brak,27.5496,14.2714,19.83,19,100,8.09,LY,1712796655
486,midvagur,62.0511,-7.1939,7.46,87,100,10.8,FO,1712796656
487,guaiba,-30.1139,-51.325,22.92,80,75,3.6,BR,1712796656
488,zhuanghe,39.7008,122.9911,11.43,70,5,4.06,CN,1712796657
489,altay,47.8667,88.1167,3.77,93,100,1.95,CN,1712796657
490,port augusta,-32.5,137.7667,19.06,52,0,4.33,AU,1712796658
491,qamdo,31.1667,97.2333,-1.25,65,24,1.78,CN,1712796658
492,cooma,-36.2333,149.1333,13.72,48,0,2.75,AU,1712796583
493,naracoorte,-36.9579,140.7383,15.47,55,100,3.39,AU,1712796659
494,ca mau,9.1769,105.15,31.39,59,11,6.38,VN,1712796659
495,maridi,4.9158,29.4742,22.04,63,50,2.01,SS,1712796659
496,thinadhoo,0.5333,72.9333,29.45,72,86,3.81,MV,1712796406
497,kingaroy,-26.5333,151.8333,22.48,52,0,0.92,AU,1712796660
498,trinity beach,-16.7888,145.6968,29.94,58,75,7.72,AU,1712796660
499,mukalla,14.5425,49.1242,25.74,75,18,1.91,YE,1712796661
500,luganville,-15.5333,167.1667,30.51,61,77,2.03,VU,1712796661
501,lazaro cardenas,17.9583,-102.2,24.8,74,5,4.5,MX,1712796661
502,olyokminsk,60.3736,120.4264,1.06,66,100,2.98,RU,1712796662
503,omsk,55.0,73.4,-0.06,74,40,3.0,RU,1712796609
504,porto novo,6.4965,2.6036,28.08,81,49,2.99,BJ,1712796474
505,pontes e lacerda,-15.2261,-59.3353,24.21,95,97,0.65,BR,1712796663
506,tsiombe,-25.3,45.4833,23.56,84,100,5.24,MG,1712796423
507,barkly west,-28.5354,24.5215,13.1,60,0,5.67,ZA,1712796664
508,harper,4.375,-7.7169,27.43,81,100,1.99,LR,1712796665
509,vernon,50.2581,-119.2691,17.01,33,99,1.54,CA,1712796665
510,kerema,-7.9631,145.7785,29.16,71,100,2.0,PG,1712796665
511,macapa,0.0389,-51.0664,28.99,84,20,3.09,BR,1712796666
512,mil'kovo,55.6078,37.7956,14.22,79,100,3.28,RU,1712796666
513,mula,38.0409,-1.4901,12.34,48,14,3.79,ES,1712796666
514,margate,51.3813,1.3862,12.71,92,100,3.13,GB,1712796667
515,kot samaba,28.5522,70.4684,25.12,23,0,4.63,PK,1712796667
516,la carlota,10.4233,122.9208,30.86,46,88,2.53,PH,1712796667
517,ola,59.5833,151.2833,-2.7,60,20,1.9,RU,1712796668
518,birzebbuga,35.8258,14.5269,15.38,67,0,7.72,MT,1712796668
519,kruisfontein,-34.0033,24.7314,12.16,77,74,2.5,ZA,1712796668
520,cinisi,38.1562,13.1073,11.56,62,20,3.09,IT,1712796669
521,micheweni,-4.9667,39.8333,27.71,84,100,2.08,TZ,1712796669
522,ndele,8.4109,20.6473,28.11,42,94,1.51,CF,1712796669
523,tsagan aman,47.5639,46.7218,15.0,56,2,2.88,RU,1712796670
524,fort bragg,35.139,-79.006,22.91,66,40,2.57,US,1712796442
525,xai-xai,-25.0519,33.6442,22.6,77,95,7.81,MZ,1712796671
526,souillac,-20.5167,57.5167,25.21,88,40,1.54,MU,1712796671
527,kiruna,67.8557,20.2251,2.51,75,100,5.14,SE,1712796672
528,mount isa,-20.7333,139.5,23.87,29,1,5.66,AU,1712796672
529,ambon,-3.6954,128.1814,28.08,83,40,2.06,ID,1712796423
530,sept-iles,50.2001,-66.3821,0.03,84,20,2.06,CA,1712796584
531,newquay,50.4132,-5.0819,12.42,100,75,7.2,GB,1712796673
532,bereznik,62.8551,42.7072,5.95,94,100,4.98,RU,1712796673
533,qir moav,31.1825,35.7,11.95,79,0,2.21,JO,1712796674
534,okhotsk,59.3833,143.3,-1.53,70,11,5.34,RU,1712796674
535,sitangkai,4.6628,119.3928,27.75,75,100,1.99,PH,1712796675
536,thunder bay,48.4001,-89.3168,6.99,76,75,4.12,CA,1712796381
537,suklayin,15.7574,121.5503,27.58,79,100,1.66,PH,1712796675
538,nirgua,10.1553,-68.5663,19.29,94,3,1.84,VE,1712796676
539,charef,34.621,2.795,5.99,52,94,2.17,DZ,1712796676
540,khvoynaya,58.9,34.5333,10.94,71,100,5.33,RU,1712796676
541,shanwei,22.782,115.3475,22.44,76,44,3.43,CN,1712796677
542,wafangdian,39.6183,122.0081,13.45,61,2,3.81,CN,1712796678
543,almodovar del campo,38.7094,-4.1791,12.94,67,18,1.63,ES,1712796678
544,ak-dovurak,51.1833,90.6,4.5,64,10,1.34,RU,1712796679
545,canto do buriti,-8.11,-42.9444,27.34,71,100,1.06,BR,1712796679
546,choyr,46.3611,108.3611,9.63,48,100,7.02,MN,1712796679
547,aral,40.5156,81.2636,14.42,93,7,2.95,CN,1712796680
548,alta,69.9689,23.2717,1.59,86,75,17.88,NO,1712796680
549,acajutla,13.5928,-89.8275,28.42,72,22,1.68,SV,1712796681
550,mahavelona,-17.6848,49.5087,25.99,93,100,3.07,MG,1712796682
551,meadow lakes,61.6247,-149.6011,6.32,67,0,3.6,US,1712796682
552,tallkayf,36.4894,43.1192,14.01,87,96,1.91,IQ,1712796682
553,preobrazheniye,42.9019,133.9064,6.52,88,100,1.76,RU,1712796683
554,yugorsk,61.3133,63.3319,-13.95,96,22,1.69,RU,1712796683
555,vila velha,-20.3297,-40.2925,24.97,95,75,1.54,BR,1712796684
556,asbestos,45.7668,-71.9324,8.96,90,100,4.58,CA,1712796684
557,veinticinco de mayo,-35.4323,-60.1727,12.77,80,98,0.45,AR,1712796430
558,port hedland,-20.3167,118.5667,29.03,37,8,6.17,AU,1712796413
559,makaha,21.4694,-158.2175,27.63,53,20,4.63,US,1712796685
560,yanchep,-31.55,115.6833,21.45,39,0,6.26,AU,1712796686
561,jumla,29.2747,82.1838,5.38,42,2,1.96,NP,1712796686
562,bryne,58.7354,5.6477,8.3,93,100,10.8,NO,1712796687
563,kendari,-3.945,122.4989,27.87,78,100,0.37,ID,1712796687
564,usakos,-22.0,15.6,21.86,36,0,2.26,NA,1712796687
565,kattivakkam,13.2167,80.3167,28.4,76,100,1.43,IN,1712796688
566,cockburn town,21.4612,-71.1419,24.98,65,40,6.69,TC,1712796680
567,arawa,-6.2132,155.5367,29.37,82,90,0.48,PG,1712796689
568,acapulco de juarez,16.8634,-99.8901,25.9,78,75,6.17,MX,1712796679
569,alofi,-19.0595,-169.9187,28.94,74,75,4.63,NU,1712796689
570,las lomitas,-24.7096,-60.593,22.43,98,95,4.45,AR,1712796487
571,kasongo-lunda,-6.4667,16.8167,22.0,97,88,0.27,CD,1712796690
572,sam roi yot,12.2708,99.872,28.99,73,100,1.14,TH,1712796690
573,galle,6.0367,80.217,26.11,79,33,3.65,LK,1712796691
574,san luis del palmar,-27.5079,-58.5545,21.93,94,100,7.62,AR,1712796667
575,xaloztoc,19.4036,-98.0486,18.34,34,4,5.12,MX,1712796691
576,pawai,24.2667,80.1667,25.24,45,100,1.96,IN,1712796692
577,tanda,26.55,82.65,25.5,33,29,1.34,IN,1712796692
578,gokwe,-18.2048,28.9349,18.17,92,100,1.87,ZW,1712796692
579,dehloran,32.6941,47.2679,20.43,57,0,2.18,IR,1712796693
580,ceeldheer,3.8488,47.1806,27.69,75,0,4.15,SO,1712796693
581,gornozavodsk,58.3758,58.3211,-0.24,92,100,1.06,RU,1712796694
582,stettler,52.3168,-112.7186,9.86,23,27,5.14,CA,1712796661
583,watsa,3.0372,29.5355,18.93,80,99,1.14,CD,1712796694
584,fuding,27.3273,120.214,20.64,76,99,0.64,CN,1712796695
585,solleftea,63.1667,17.2667,5.92,74,25,7.59,SE,1712796695
586,aripuana,-9.1667,-60.6333,24.27,98,94,0.79,BR,1712796696
587,muynoq,43.7683,59.0214,13.75,40,13,1.09,UZ,1712796696
588,mogadishu,2.0371,45.3438,29.0,72,89,4.7,SO,1712796696
589,adrar,20.5022,-10.0711,29.39,15,0,4.06,MR,1712796697
